"_time","_raw",sourcetype
"1571302940.09","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:28 AM;June 26, 2018
;STATISTICS
;1321 013-021
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3718
;REGISTERED VOTERS - Republican;153;4.12
;REGISTERED VOTERS - Democratic;2914;78.38
;REGISTERED VOTERS - Non-Partisan;651;17.51
;BALLOTS CAST - TOTAL;695
;BALLOTS CAST - Republican;15;2.16
;BALLOTS CAST - Democratic;649;93.38
;BALLOTS CAST - Non-Partisan;31;4.46
;BALLOTS CAST - BLANK;2;.29
;VOTER TURNOUT - TOTAL;18.69
;VOTER TURNOUT - Republican;9.80
;VOTER TURNOUT - Democratic;22.27
;VOTER TURNOUT - Non-Partisan;4.76
;VOTER TURNOUT - BLANK;.05
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:01:51 PM;June 26, 2018
;STATISTICS
;0410 004-010
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2607
;REGISTERED VOTERS - Republican;514;19.72
;REGISTERED VOTERS - Democratic;1426;54.70
;REGISTERED VOTERS - Non-Partisan;667;25.58
;BALLOTS CAST - TOTAL;432
;BALLOTS CAST - Republican;55;12.73
;BALLOTS CAST - Democratic;357;82.64
;BALLOTS CAST - Non-Partisan;20;4.63
;BALLOTS CAST - BLANK;1;.23
;VOTER TURNOUT - TOTAL;16.57
;VOTER TURNOUT - Republican;10.70
;VOTER TURNOUT - Democratic;25.04
;VOTER TURNOUT - Non-Partisan;3.00
;VOTER TURNOUT - BLANK;.04
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:01:37 PM;June 26, 2018
;STATISTICS
;0208 002-008
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3714
;REGISTERED VOTERS - Republican;867;23.34
;REGISTERED VOTERS - Democratic;1839;49.52
;REGISTERED VOTERS - Non-Partisan;1008;27.14
;BALLOTS CAST - TOTAL;392
;BALLOTS CAST - Republican;78;19.90
;BALLOTS CAST - Democratic;291;74.23
;BALLOTS CAST - Non-Partisan;23;5.87
;BALLOTS CAST - BLANK;3;.77
;VOTER TURNOUT - TOTAL;10.55
;VOTER TURNOUT - Republican;9.00
;VOTER TURNOUT - Democratic;15.82
;VOTER TURNOUT - Non-Partisan;2.28
;VOTER TURNOUT - BLANK;.08
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:07:20 PM;June 26, 2018
;STATISTICS
;0518 005-018
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;1776
;REGISTERED VOTERS - Republican;496;27.93
;REGISTERED VOTERS - Democratic;863;48.59
;REGISTERED VOTERS - Non-Partisan;417;23.48
;BALLOTS CAST - TOTAL;195
;BALLOTS CAST - Republican;45;23.08
;BALLOTS CAST - Democratic;147;75.38
;BALLOTS CAST - Non-Partisan;3;1.54
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;10.98
;VOTER TURNOUT - Republican;9.07
;VOTER TURNOUT - Democratic;17.03
;VOTER TURNOUT - Non-Partisan;.72
;VOTER TURNOUT - BLANK;.
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:14 AM;June 26, 2018
;STATISTICS
;1012 010-012
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2858
;REGISTERED VOTERS - Republican;516;18.05
;REGISTERED VOTERS - Democratic;1601;56.02
;REGISTERED VOTERS - Non-Partisan;741;25.93
;BALLOTS CAST - TOTAL;549
;BALLOTS CAST - Republican;64;11.66
;BALLOTS CAST - Democratic;451;82.15
;BALLOTS CAST - Non-Partisan;34;6.19
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;19.21
;VOTER TURNOUT - Republican;12.40
;VOTER TURNOUT - Democratic;28.17
;VOTER TURNOUT - Non-Partisan;4.59
;VOTER TURNOUT - BLANK;.
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:12 AM;June 26, 2018
;STATISTICS
;0732 007-032
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;1357
;REGISTERED VOTERS - Republican;355;26.16
;REGISTERED VOTERS - Democratic;742;54.68
;REGISTERED VOTERS - Non-Partisan;260;19.16
;BALLOTS CAST - TOTAL;239
;BALLOTS CAST - Republican;33;13.81
;BALLOTS CAST - Democratic;203;84.94
;BALLOTS CAST - Non-Partisan;3;1.26
;BALLOTS CAST - BLANK;1;.42
;VOTER TURNOUT - TOTAL;17.61
;VOTER TURNOUT - Republican;9.30
;VOTER TURNOUT - Democratic;27.36
;VOTER TURNOUT - Non-Partisan;1.15
;VOTER TURNOUT - BLANK;.07
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:31 AM;June 26, 2018
;STATISTICS
;1329 013-029
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2905
;REGISTERED VOTERS - Republican;331;11.39
;REGISTERED VOTERS - Democratic;1931;66.47
;REGISTERED VOTERS - Non-Partisan;643;22.13
;BALLOTS CAST - TOTAL;427
;BALLOTS CAST - Republican;28;6.56
;BALLOTS CAST - Democratic;375;87.82
;BALLOTS CAST - Non-Partisan;24;5.62
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;14.70
;VOTER TURNOUT - Republican;8.46
;VOTER TURNOUT - Democratic;19.42
;VOTER TURNOUT - Non-Partisan;3.73
;VOTER TURNOUT - BLANK;.
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:04:07 PM;June 26, 2018
;STATISTICS
;0421 004-021
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2653
;REGISTERED VOTERS - Republican;456;17.19
;REGISTERED VOTERS - Democratic;1568;59.10
;REGISTERED VOTERS - Non-Partisan;629;23.71
;BALLOTS CAST - TOTAL;566
;BALLOTS CAST - Republican;54;9.54
;BALLOTS CAST - Democratic;489;86.40
;BALLOTS CAST - Non-Partisan;23;4.06
;BALLOTS CAST - BLANK;1;.18
;VOTER TURNOUT - TOTAL;21.33
;VOTER TURNOUT - Republican;11.84
;VOTER TURNOUT - Democratic;31.19
;VOTER TURNOUT - Non-Partisan;3.66
;VOTER TURNOUT - BLANK;.04
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:57 AM;June 26, 2018
;STATISTICS
;0933 009-033
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2050
;REGISTERED VOTERS - Republican;368;17.95
;REGISTERED VOTERS - Democratic;1107;54.00
;REGISTERED VOTERS - Non-Partisan;575;28.05
;BALLOTS CAST - TOTAL;209
;BALLOTS CAST - Republican;30;14.35
;BALLOTS CAST - Democratic;167;79.90
;BALLOTS CAST - Non-Partisan;12;5.74
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;10.20
;VOTER TURNOUT - Republican;8.15
;VOTER TURNOUT - Democratic;15.09
;VOTER TURNOUT - Non-Partisan;2.09
;VOTER TURNOUT - BLANK;.
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:41 AM;June 26, 2018
;STATISTICS
;1351 013-051
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2950
;REGISTERED VOTERS - Republican;531;18.00
;REGISTERED VOTERS - Democratic;1694;57.42
;REGISTERED VOTERS - Non-Partisan;725;24.58
;BALLOTS CAST - TOTAL;679
;BALLOTS CAST - Republican;82;12.08
;BALLOTS CAST - Democratic;566;83.36
;BALLOTS CAST - Non-Partisan;31;4.57
;BALLOTS CAST - BLANK;1;.15
;VOTER TURNOUT - TOTAL;23.02
;VOTER TURNOUT - Republican;15.44
;VOTER TURNOUT - Democratic;33.41
;VOTER TURNOUT - Non-Partisan;4.28
;VOTER TURNOUT - BLANK;.03
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:15 AM;June 26, 2018
;STATISTICS
;1100 011-000
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;1789
;REGISTERED VOTERS - Republican;604;33.76
;REGISTERED VOTERS - Democratic;783;43.77
;REGISTERED VOTERS - Non-Partisan;402;22.47
;BALLOTS CAST - TOTAL;343
;BALLOTS CAST - Republican;95;27.70
;BALLOTS CAST - Democratic;243;70.85
;BALLOTS CAST - Non-Partisan;5;1.46
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;19.17
;VOTER TURNOUT - Republican;15.73
;VOTER TURNOUT - Democratic;31.03
;VOTER TURNOUT - Non-Partisan;1.24
;VOTER TURNOUT - BLANK;.
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/13/18;Montgomery, Maryland
;RUN TIME:05:54 PM;June 26, 2018
;STATISTICS
;0101 001-001
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2171
;REGISTERED VOTERS - Republican;849;39.11
;REGISTERED VOTERS - Democratic;813;37.45
;REGISTERED VOTERS - Non-Partisan;509;23.45
;BALLOTS CAST - TOTAL;284
;BALLOTS CAST - Republican;106;37.32
;BALLOTS CAST - Democratic;172;60.56
;BALLOTS CAST - Non-Partisan;6;2.11
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;13.08
;VOTER TURNOUT - Republican;12.49
;VOTER TURNOUT - Democratic;21.16
;VOTER TURNOUT - Non-Partisan;1.18
;VOTER TURNOUT - BLANK;.
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:26 AM;June 26, 2018
;STATISTICS
;1315 013-015
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;4272
;REGISTERED VOTERS - Republican;400;9.36
;REGISTERED VOTERS - Democratic;3061;71.65
;REGISTERED VOTERS - Non-Partisan;811;18.98
;BALLOTS CAST - TOTAL;765
;BALLOTS CAST - Republican;38;4.97
;BALLOTS CAST - Democratic;701;91.63
;BALLOTS CAST - Non-Partisan;26;3.40
;BALLOTS CAST - BLANK;1;.13
;VOTER TURNOUT - TOTAL;17.91
;VOTER TURNOUT - Republican;9.50
;VOTER TURNOUT - Democratic;22.90
;VOTER TURNOUT - Non-Partisan;3.21
;VOTER TURNOUT - BLANK;.02
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:28 AM;June 26, 2018
;STATISTICS
;1322 013-022
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3033
;REGISTERED VOTERS - Republican;175;5.77
;REGISTERED VOTERS - Democratic;2236;73.72
;REGISTERED VOTERS - Non-Partisan;622;20.51
;BALLOTS CAST - TOTAL;477
;BALLOTS CAST - Republican;14;2.94
;BALLOTS CAST - Democratic;452;94.76
;BALLOTS CAST - Non-Partisan;11;2.31
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;15.73
;VOTER TURNOUT - Republican;8.00
;VOTER TURNOUT - Democratic;20.21
;VOTER TURNOUT - Non-Partisan;1.77
;VOTER TURNOUT - BLANK;.
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:09 AM;June 26, 2018
;STATISTICS
;0722 007-022
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2218
;REGISTERED VOTERS - Republican;291;13.12
;REGISTERED VOTERS - Democratic;1425;64.25
;REGISTERED VOTERS - Non-Partisan;502;22.63
;BALLOTS CAST - TOTAL;544
;BALLOTS CAST - Republican;44;8.09
;BALLOTS CAST - Democratic;479;88.05
;BALLOTS CAST - Non-Partisan;21;3.86
;BALLOTS CAST - BLANK;1;.18
;VOTER TURNOUT - TOTAL;24.53
;VOTER TURNOUT - Republican;15.12
;VOTER TURNOUT - Democratic;33.61
;VOTER TURNOUT - Non-Partisan;4.18
;VOTER TURNOUT - BLANK;.05
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:37 AM;June 26, 2018
;STATISTICS
;0708 007-008
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3313
;REGISTERED VOTERS - Republican;449;13.55
;REGISTERED VOTERS - Democratic;2008;60.61
;REGISTERED VOTERS - Non-Partisan;856;25.84
;BALLOTS CAST - TOTAL;481
;BALLOTS CAST - Republican;38;7.90
;BALLOTS CAST - Democratic;428;88.98
;BALLOTS CAST - Non-Partisan;15;3.12
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;14.52
;VOTER TURNOUT - Republican;8.46
;VOTER TURNOUT - Democratic;21.31
;VOTER TURNOUT - Non-Partisan;1.75
;VOTER TURNOUT - BLANK;.
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:09:08 PM;June 26, 2018
;STATISTICS
;0614 006-014
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;1373
;REGISTERED VOTERS - Republican;213;15.51
;REGISTERED VOTERS - Democratic;689;50.18
;REGISTERED VOTERS - Non-Partisan;471;34.30
;BALLOTS CAST - TOTAL;187
;BALLOTS CAST - Republican;17;9.09
;BALLOTS CAST - Democratic;151;80.75
;BALLOTS CAST - Non-Partisan;19;10.16
;BALLOTS CAST - BLANK;1;.53
;VOTER TURNOUT - TOTAL;13.62
;VOTER TURNOUT - Republican;7.98
;VOTER TURNOUT - Democratic;21.92
;VOTER TURNOUT - Non-Partisan;4.03
;VOTER TURNOUT - BLANK;.07
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:07:15 PM;June 26, 2018
;STATISTICS
;0506 005-006
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3841
;REGISTERED VOTERS - Republican;499;12.99
;REGISTERED VOTERS - Democratic;2524;65.71
;REGISTERED VOTERS - Non-Partisan;818;21.30
;BALLOTS CAST - TOTAL;548
;BALLOTS CAST - Republican;49;8.94
;BALLOTS CAST - Democratic;481;87.77
;BALLOTS CAST - Non-Partisan;18;3.28
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;14.27
;VOTER TURNOUT - Republican;9.82
;VOTER TURNOUT - Democratic;19.06
;VOTER TURNOUT - Non-Partisan;2.20
;VOTER TURNOUT - BLANK;.
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:16 AM;June 26, 2018
;STATISTICS
;0810 008-010
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2004
;REGISTERED VOTERS - Republican;395;19.71
;REGISTERED VOTERS - Democratic;1149;57.34
;REGISTERED VOTERS - Non-Partisan;460;22.95
;BALLOTS CAST - TOTAL;311
;BALLOTS CAST - Republican;53;17.04
;BALLOTS CAST - Democratic;247;79.42
;BALLOTS CAST - Non-Partisan;11;3.54
;BALLOTS CAST - BLANK;1;.32
;VOTER TURNOUT - TOTAL;15.52
;VOTER TURNOUT - Republican;13.42
;VOTER TURNOUT - Democratic;21.50
;VOTER TURNOUT - Non-Partisan;2.39
;VOTER TURNOUT - BLANK;.05
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:01 AM;June 26, 2018
;STATISTICS
;1001 010-001
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;1653
;REGISTERED VOTERS - Republican;513;31.03
;REGISTERED VOTERS - Democratic;731;44.22
;REGISTERED VOTERS - Non-Partisan;409;24.74
;BALLOTS CAST - TOTAL;232
;BALLOTS CAST - Republican;52;22.41
;BALLOTS CAST - Democratic;171;73.71
;BALLOTS CAST - Non-Partisan;9;3.88
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;14.04
;VOTER TURNOUT - Republican;10.14
;VOTER TURNOUT - Democratic;23.39
;VOTER TURNOUT - Non-Partisan;2.20
;VOTER TURNOUT - BLANK;.
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:42 AM;June 26, 2018
;STATISTICS
;1354 013-054
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2543
;REGISTERED VOTERS - Republican;563;22.14
;REGISTERED VOTERS - Democratic;1585;62.33
;REGISTERED VOTERS - Non-Partisan;395;15.53
;BALLOTS CAST - TOTAL;660
;BALLOTS CAST - Republican;120;18.18
;BALLOTS CAST - Democratic;520;78.79
;BALLOTS CAST - Non-Partisan;20;3.03
;BALLOTS CAST - BLANK;1;.15
;VOTER TURNOUT - TOTAL;25.95
;VOTER TURNOUT - Republican;21.31
;VOTER TURNOUT - Democratic;32.81
;VOTER TURNOUT - Non-Partisan;5.06
;VOTER TURNOUT - BLANK;.04
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:33 AM;June 26, 2018
;STATISTICS
;1334 013-034
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2190
;REGISTERED VOTERS - Republican;372;16.99
;REGISTERED VOTERS - Democratic;1383;63.15
;REGISTERED VOTERS - Non-Partisan;435;19.86
;BALLOTS CAST - TOTAL;630
;BALLOTS CAST - Republican;51;8.10
;BALLOTS CAST - Democratic;557;88.41
;BALLOTS CAST - Non-Partisan;22;3.49
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;28.77
;VOTER TURNOUT - Republican;13.71
;VOTER TURNOUT - Democratic;40.27
;VOTER TURNOUT - Non-Partisan;5.06
;VOTER TURNOUT - BLANK;.
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:58 AM;June 26, 2018
;STATISTICS
;0935 009-035
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;4234
;REGISTERED VOTERS - Republican;896;21.16
;REGISTERED VOTERS - Democratic;2154;50.87
;REGISTERED VOTERS - Non-Partisan;1184;27.96
;BALLOTS CAST - TOTAL;667
;BALLOTS CAST - Republican;81;12.14
;BALLOTS CAST - Democratic;549;82.31
;BALLOTS CAST - Non-Partisan;37;5.55
;BALLOTS CAST - BLANK;1;.15
;VOTER TURNOUT - TOTAL;15.75
;VOTER TURNOUT - Republican;9.04
;VOTER TURNOUT - Democratic;25.49
;VOTER TURNOUT - Non-Partisan;3.13
;VOTER TURNOUT - BLANK;.02
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:15 AM;June 26, 2018
;STATISTICS
;1201 012-001
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2328
;REGISTERED VOTERS - Republican;950;40.81
;REGISTERED VOTERS - Democratic;785;33.72
;REGISTERED VOTERS - Non-Partisan;593;25.47
;BALLOTS CAST - TOTAL;243
;BALLOTS CAST - Republican;100;41.15
;BALLOTS CAST - Democratic;127;52.26
;BALLOTS CAST - Non-Partisan;16;6.58
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;10.44
;VOTER TURNOUT - Republican;10.53
;VOTER TURNOUT - Democratic;16.18
;VOTER TURNOUT - Non-Partisan;2.70
;VOTER TURNOUT - BLANK;.
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:01:47 PM;June 26, 2018
;STATISTICS
;0407 004-007
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2405
;REGISTERED VOTERS - Republican;402;16.72
;REGISTERED VOTERS - Democratic;1369;56.92
;REGISTERED VOTERS - Non-Partisan;634;26.36
;BALLOTS CAST - TOTAL;389
;BALLOTS CAST - Republican;40;10.28
;BALLOTS CAST - Democratic;331;85.09
;BALLOTS CAST - Non-Partisan;18;4.63
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;16.17
;VOTER TURNOUT - Republican;9.95
;VOTER TURNOUT - Democratic;24.18
;VOTER TURNOUT - Non-Partisan;2.84
;VOTER TURNOUT - BLANK;.
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:09:01 PM;June 26, 2018
;STATISTICS
;0602 006-002
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3604
;REGISTERED VOTERS - Republican;896;24.86
;REGISTERED VOTERS - Democratic;1599;44.37
;REGISTERED VOTERS - Non-Partisan;1109;30.77
;BALLOTS CAST - TOTAL;431
;BALLOTS CAST - Republican;95;22.04
;BALLOTS CAST - Democratic;320;74.25
;BALLOTS CAST - Non-Partisan;16;3.71
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;11.96
;VOTER TURNOUT - Republican;10.60
;VOTER TURNOUT - Democratic;20.01
;VOTER TURNOUT - Non-Partisan;1.44
;VOTER TURNOUT - BLANK;.
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:51 AM;June 26, 2018
;STATISTICS
;0911 009-011
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2581
;REGISTERED VOTERS - Republican;473;18.33
;REGISTERED VOTERS - Democratic;1457;56.45
;REGISTERED VOTERS - Non-Partisan;651;25.22
;BALLOTS CAST - TOTAL;429
;BALLOTS CAST - Republican;87;20.28
;BALLOTS CAST - Democratic;325;75.76
;BALLOTS CAST - Non-Partisan;17;3.96
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;16.62
;VOTER TURNOUT - Republican;18.39
;VOTER TURNOUT - Democratic;22.31
;VOTER TURNOUT - Non-Partisan;2.61
;VOTER TURNOUT - BLANK;.
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:25 AM;June 26, 2018
;STATISTICS
;1311 013-011
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3118
;REGISTERED VOTERS - Republican;377;12.09
;REGISTERED VOTERS - Democratic;2126;68.18
;REGISTERED VOTERS - Non-Partisan;615;19.72
;BALLOTS CAST - TOTAL;660
;BALLOTS CAST - Republican;31;4.70
;BALLOTS CAST - Democratic;602;91.21
;BALLOTS CAST - Non-Partisan;27;4.09
;BALLOTS CAST - BLANK;1;.15
;VOTER TURNOUT - TOTAL;21.17
;VOTER TURNOUT - Republican;8.22
;VOTER TURNOUT - Democratic;28.32
;VOTER TURNOUT - Non-Partisan;4.39
;VOTER TURNOUT - BLANK;.03
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:07:17 PM;June 26, 2018
;STATISTICS
;0511 005-011
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2492
;REGISTERED VOTERS - Republican;339;13.60
;REGISTERED VOTERS - Democratic;1667;66.89
;REGISTERED VOTERS - Non-Partisan;486;19.50
;BALLOTS CAST - TOTAL;410
;BALLOTS CAST - Republican;30;7.32
;BALLOTS CAST - Democratic;371;90.49
;BALLOTS CAST - Non-Partisan;9;2.20
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;16.45
;VOTER TURNOUT - Republican;8.85
;VOTER TURNOUT - Democratic;22.26
;VOTER TURNOUT - Non-Partisan;1.85
;VOTER TURNOUT - BLANK;.
;
;",test
"1571302940.14","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:54 AM;June 26, 2018
;STATISTICS
;0924 009-024
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2030
;REGISTERED VOTERS - Republican;307;15.12
;REGISTERED VOTERS - Democratic;1146;56.45
;REGISTERED VOTERS - Non-Partisan;577;28.42
;BALLOTS CAST - TOTAL;238
;BALLOTS CAST - Republican;36;15.13
;BALLOTS CAST - Democratic;189;79.41
;BALLOTS CAST - Non-Partisan;13;5.46
;BALLOTS CAST - BLANK;1;.42
;VOTER TURNOUT - TOTAL;11.72
;VOTER TURNOUT - Republican;11.73
;VOTER TURNOUT - Democratic;16.49
;VOTER TURNOUT - Non-Partisan;2.25
;VOTER TURNOUT - BLANK;.05
;
;",test
"1571302940.15","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:07:18 PM;June 26, 2018
;STATISTICS
;0514 005-014
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;1825
;REGISTERED VOTERS - Republican;187;10.25
;REGISTERED VOTERS - Democratic;1213;66.47
;REGISTERED VOTERS - Non-Partisan;425;23.29
;BALLOTS CAST - TOTAL;217
;BALLOTS CAST - Republican;19;8.76
;BALLOTS CAST - Democratic;188;86.64
;BALLOTS CAST - Non-Partisan;10;4.61
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;11.89
;VOTER TURNOUT - Republican;10.16
;VOTER TURNOUT - Democratic;15.50
;VOTER TURNOUT - Non-Partisan;2.35
;VOTER TURNOUT - BLANK;.
;
;",test
"1571302940.15","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:02 AM;June 26, 2018
;STATISTICS
;1006 010-006
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2399
;REGISTERED VOTERS - Republican;453;18.88
;REGISTERED VOTERS - Democratic;1344;56.02
;REGISTERED VOTERS - Non-Partisan;602;25.09
;BALLOTS CAST - TOTAL;409
;BALLOTS CAST - Republican;67;16.38
;BALLOTS CAST - Democratic;330;80.68
;BALLOTS CAST - Non-Partisan;12;2.93
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;17.05
;VOTER TURNOUT - Republican;14.79
;VOTER TURNOUT - Democratic;24.55
;VOTER TURNOUT - Non-Partisan;1.99
;VOTER TURNOUT - BLANK;.
;
;",test
"1571302940.15","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
